name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #CB1,Passive #CB2,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power
Ultrox,purple,5,Cleric,Changing Tides,943,978,879,1643,Sinister Enlace,"['Special Skill need consecutive uses to reach full power, the following order:', '1st:', ' * Deals 30% damage per each Dark shield on the board to all enemies, up to 300% damage in total.', ' * The caster and nearby allies counterattack with 90% of the damage received for 3 turns.', ' * The caster and nearby allies reduce all received damage by -35% for 3 turns.', '2nd:', ' * Deals 35% damage per each Dark shield on the board to all enemies, up to 350% damage in total.', ' * The caster and nearby allies counterattack with 130% of the damage received for 4 turns.', ' * The caster and nearby allies reduce all received damage by -45% for 4 turns.']","[""'Effects on Special Skill: 50% chance to perform the following actions when this character casts their Special Skill\n  * Deals 80% damage to all enemies.\n  * The caster gets +19% mana generation for 2 turns.'""]","['Hit All', 'Counterattack', 'Damage reduction']",untoldtales,"['Bonus for 1/2 Unique Heroes:', '50%/75% chance to cast -10% mana generation for 3 turns on an enemy who deals Special Skill damage to this character. If the enemy’s Special Skill defeats this character, the chance is 75%/100%.', 'Related Family Bonus: Hero is related to the Atlantis Family.', 'Hero receives the family bonus of a related family when in team with at least 1 related hero. Bonus for 1/2/3/4/5 heroes: +5%/+10%/+15%/+20%/+25% defense.', 'The members of this family have additional perks in Untold Tales stages.']",Nightmares of Atlantis,https://i.imgur.com/7xKKQnM.jpg,0,,0,0,0.0,350,30,-35,-45,Temple Keeper of the Deep,,152.0,Dark,5,Untold Tales 1,Nightmares of Atlantis Family,2023-08-02T07:00:00,Cleric,Changing Tides,Sinister Enlace,Effects on Special Skill,,,,,Damage Reduction,978,879,1643,943,1054.0,947.0,1771.0,1007.0,1206.0,1084.0,2026.0,1134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconia,purple,5,Rogue,Fast,909,871,859,1705,Bleed Inducing Daggers,"['Summons a Dagger Fiend for the target and Holy enemies. The Fiend damages  its target with 250% attack every turn.', 'The Dagger Fiend absorbs healing. It disappears after absorbing healing  amount equal to 20% of its target’s max health.', 'When the Dagger Fiend disappears after it has absorbed enough healing, the  owner receives 810 Bleed damage over 3 turns.']","['This character’s Troops deal 100% more additional damage against weaker element.', 'This character receives 10% less additional damage from Troops of stronger element.']","['Fiends', 'Elemental']",SuperElemental,"['One or more shields are enhanced to Power Gems each turn.', 'The amount is the same as <<Hero element>> heroes in the team.  5 Power Gems per element can be on the board at the same time.', 'The Power Gem deals 20/15/10 (5*/4*/3*) damage to a random enemy each turn until it is matched. When Power Gems are matched, they deal 10 damage to all enemies.']",SuperElemental,https://i.imgur.com/VT78aoB.jpg,0,810 Bleed damage over 3 turns.,810,3,270.0,250,20,0,0,Cyber Rogue,,53.0,Dark,5,Contest of Elements,Super Elemental Family,2023-05-22T07:00:00,Rogue,Fast,Bleed Inducing Daggers,Troop Mastery,,,,,Fiend Resist,871,859,1705,909,939.0,925.0,1838.0,969.0,1074.0,1059.0,2103.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freya,purple,5,Druid,Fast,792,776,743,1339,Raven's Vigil,"['Summons a Raven Minion for each ally with 20% HP and 20% attack inherited from the caster.', ""Raven Minion gives +120% attack to all its owner's other Minions."", 'All allies get +30% defense for 4 turns.']",0,"['Summoner', 'Defense Buffer']",Season3,"['Bonus for 1/2/3 Unique Heroes:', 'The mana of all enemies is reduced by -5/-10/-15% when a Vanaheim Hero dies.']",Vanaheim,https://i.imgur.com/4iJaoi6.jpg,0,,0,0,0.0,20,20,120,30,Lady of the Slain,0.0,118.0,Dark,5,Season III,Vanaheim Realm,,Druid,Fast,Ravens' Vigil,,,,,,Regen,776,743,1339,792,836.0,801.0,1443.0,843.0,957.0,916.0,1651.0,947.0,5%,954.0,899.0,1807.0,963.0,1028.0,969.0,1948.0,1028.0,1177.0,1108.0,2228.0,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freya C,purple,5,Sorcerer,Fast,963,929,922,1823,Ravens' Watch,"['Summons a Raven Minion for each ally with 25% HP and 15% attack inherited from the caster.', ""Raven Minion gives +180% attack to all its owner's other Minions."", 'All allies get +36% chance to dodge Special Skills that deal damage for 4 turns.']",0,"['Summoner', 'Dodge Buff']",Season3,"['Bonus for 1/2/3 Unique Heroes:', 'The mana of all enemies is reduced by -5/-10/-15% when a Vanaheim Hero dies.']",Vanaheim,https://i.imgur.com/Ye3Esdg.jpg,1,,0,0,0.0,25,15,180,36,Witch of the Fallen,1.0,119.0,Dark,5,Season III,Vanaheim Realm,2022-08-01T07:00:00,Sorcerer,Fast,Ravens' Watch,,,,,,Special Armor,756,762,1351,792,814.0,821.0,1456.0,843.0,932.0,939.0,1666.0,947.0,5%,929.0,922.0,1823.0,963.0,1001.0,993.0,1965.0,1028.0,1146.0,1136.0,2249.0,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malicna,purple,5,Cleric,Average,788,766,741,1339,Grimoire Skim,"['Deals 320% damage to the target and nearby enemies', 'Randomly casts one of the following alternatives:', 'Alternative 1:', ' * The target and nearby enemies get -54% defense for 3 turns', ' * The target and nearby enemies get -54% attack for 3 turns', ' * The target and nearby enemies get -34% mana generation for 3 turns', 'Alternative 2:', ' * The target and nearby enemies get -24% defense for 3 turns', 'Alternative 3:', ' * The target and nearby enemies get -24% attack for 3 turns', '', ""Element Link gives all Dark allies small amount of mana at the end of the turn for 4 turns. This effect can't be dispelled""]","['Resist Health Steal Ailments: This character has innate resistance against status ailments that steal health.', 'Status Effect on Mana Reduction: This character gets +94% defense against Holy for 3 turns when their mana is reduced.']","['Gambler', 'Hit 3']",Hotm,"['Bonus for 1/2/3:', '+10%/+15%/+20% critical chance.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2021,https://i.imgur.com/ZMAYhxa.jpg,0,,0,0,0.0,320,320,-24,-54,Wicked Lector,,39.0,Dark,5,Legends 2021,Legends 2021 Family,2021-03-01T07:00:00,Cleric,Average,Grimoire Skim,Status Effect on Mana Reduction,Resist Health Steal Ailments,,,,Special Boost,766,741,1339,788,825.0,799.0,1443.0,839.0,944.0,914.0,1651.0,942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hel,purple,5,Wizard,Average,765,745,692,1328,Crush of Hel,"['Deals 345% damage to the target and minor damage to nearby enemies', ""The target and nearby enemies can't gain mana for 3 turns"", 'Deals extra damage against Holy', 'Elemental Link gives all Dark allies +15% attack and +15% defense for 6 turns. This effect can’t be displelled.']",0,"['Hit 3', 'Mana Gain Freeze']",Hotm,"['Bonus for 1/2/3:', '+5%/+10%/+15% mana generation.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2017,https://i.imgur.com/5oaRVxv.jpg,0,,0,0,0.0,345,345,15,15,Celestial of Darkness,0.0,36.0,Dark,5,Legends 2017,Legends 2017 Family,2017-06-01T00:00:00,Wizard,Average,Crush of Hel,,,,,,Attack Up,745,692,1328,765,803.0,745.0,1431.0,814.0,919.0,853.0,1638.0,914.0,5%,953.0,871.0,1925.0,971.0,1027.0,938.0,2074.0,1037.0,1176.0,1074.0,2375.0,1169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hel C,purple,5,Cleric,Average,971,953,871,1925,Crush of Malice,"['Deals 320% damage to all enemies.', 'The caster steals generated mana of all enemies over 4 turns starting low and increasing every turn until on the last turn all generated mana is stolen. This effect can’t be cleansed, but it gets removed if the caster dies.', 'Deals extra damage to Holy.', 'Elemental Link gives all Dark allies +15% attack and +15% defense for 6 turns. This effect can’t be displelled.']","['Dispel on Special Skill: When this character casts their Special Skill, they dispel the newest status effect buff from all enemies.']","['Hit All', 'Mana Steal']",Hotm,"['Bonus for 1/2/3:', '+5%/+10%/+15% mana generation.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2017,https://i.imgur.com/8SUbwUY.jpg,1,,0,0,0.0,320,320,15,15,Omen of Darkness,1.0,37.0,Dark,5,Legends 2017,Legends 2017 Family,2022-11-28T11:00:00,Cleric,Average,Crush of Malice,,,,Dispel on Special Skill,,Special Boost,745,692,1328,765,803.0,745.0,1431.0,814.0,919.0,853.0,1638.0,914.0,5%,953.0,871.0,1925.0,971.0,1027.0,938.0,2074.0,1037.0,1176.0,1074.0,2375.0,1169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramona,purple,5,Monk,Very Fast,1026,1021,1062,1765,Three Little Rams,"['Deals 450% damage to the target.', 'Summons three Ram Fiends for the target. This Fiend damages the enemy with 40% attack every turn.', 'The Ram Fiend absorbs healing and disappears when it has absorbed health equal to 45% of its owner’s max health.', 'The healing absorbed is transferred to the summoner and their allies and distributed evenly. (Ignores heal steal, healing modifers and fiends)']","['Mana Buff on Status Ailment Received: Receives +24% mana generation for 3 turns when this character receives a status ailment or a negative stack.', 'Health Boost on Fiend Summon: When a Fiend is summoned to any enemy, this character gets 300 boosted health. This effect can activate only once per turn.', 'Mana on Fiend Summon: When a Fiend is summoned to any enemy, this character gains 5% mana. This effect can activate only once per turn.']","['Hit 1', 'Fiends 1']",tavernoflegends,"['Bonus for 1/2/3 Unique Heroes:', '* +35% / +50% / +65% attack.']",champions,https://i.imgur.com/ZBNdURG.jpg,0,,0,0,0.0,450,40,0,0,Ram Turismo Champion,,14.0,Dark,5,Champions,Champions Family,2024-04-05T07:00:00,Monk,Very Fast,Three Little Rams,Mana on Fiend Summon,Health Boost on Fiend Summon,Mana Buff on Status Ailment Received,,,Attack Up,1021,1062,1765,1026,1101.0,1145.0,1902.0,1097.0,1259.0,1310.0,2176.0,1237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chakkoszrot,purple,5,Druid,Slow,793,745,780,1355,Stalling Spell,"['Deals 265% damage to all enemies', ""All enemies with a dispellable mana generation buff get -54% mana generation for 5 turns. This effect can't be cleansed."", 'All enemies are immune to new status effect buffs for 5 turns.', ""Element Link gives +10% increase for any healing received for all Dark allies for 4 turns. This effect can't be dispelled.""]","['Resist Mana reduction: This character has an innate resistance against mana Reduction.', 'Mana Buff on Status Ailment Received: Receives +24% mana generation for 3 turns when this character receives a status ailment or a negative stack.']","['Hit All', 'Mana Generation Debuff', 'Buff Immunity Debuff']",Hotm,"['Bonus for 1/2/3:', '+10%/+15%/+20% critical chance.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2021,https://i.imgur.com/tvzGcka.jpg,0,,0,0,0.0,265,265,10,-54,Lizardfolk High Priest,,33.0,Dark,5,Legends 2021,Legends 2021 Family,2021-08-01T07:00:00,Druid,Slow,Stalling Spell,Mana Buff on Status Ailment Received,Resist Mana Reduction,,,,Mana Boost,745,780,1355,793,803.0,841.0,1460.0,845.0,919.0,962.0,1671.0,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamlin,purple,5,Sorcerer,Slow,1107,1095,1100,2078,Disquieting Tune,"['Deals 450% damage to all enemies.', 'Enhanced Defense Ailment: All enemies get -64% defense against Special Skills. This effect lasts until the enemy takes damage from a Special Skill 6 times.', 'After the Enhanced Defense Ailment ends or is removed or replaced, the enemy gets silenced for 6 turns.']","['Resist Insanity: This character has innate resistance against Insanity.', 'Mana on Status Ailment Received: This character gains 5% mana when they receive a status ailment or a negative stacks.', 'Resist Attack Reduction: This character has innate resistance against status ailments, stacks and Wither effects that affect attack.']","['Hit All', 'Enhanced Defense All', 'Silence All']",wilderness,"['Bonus for 1 / 2 Heroes:', '* 75% / 100% chance to resist mana reductions and mana status ailments.']",woodlandfaun,https://i.imgur.com/eHe26XM.jpg,0,,0,0,0.0,450,450,-64,-64,Eerie Faun Flautist,,59.0,Dark,5,Wilderness Summon,Woodland Faun Family,2024-09-20T07:00:00,Sorcerer,Slow,Disquieting Tune,Resist Attack Reduction,Mana on Status Ailment Received,Resist Insanity,,,Regen,1095,1100,2078,1107,1181.0,1185.0,2239.0,1183.0,1351.0,1356.0,2562.0,1336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anoushka,purple,5,Druid,Average,923,861,943,1664,Strange Incense,"['Recover 25% health for all allies.', 'Steals all dispellable buffs from the target and randomly distributes them on allies.', 'The target falls asleep.', 'While asleep, the target can’t attack or gain mana.', 'All damage dealt to the sleeping target is increased by +40%.', 'The sleeping target is woken once it takes damage. This excludes damage from Minions and Fiends.', 'Elemental Link gives all Dark allies +10% additional Special Skill damage for 4 turns. This effect cannot be dispelled.']","['Resist Blind: This character has innate resistance against status ailments that affect accurancy. Doesn’t apply to status effects from allies.', 'Health Recovery on Status Ailment Received: This character recovers 10% health when they receive a status ailment or negative stack.']","['Heal all', 'Buff Stealer', 'Sleep']",Hotm,"['Bonus for 1/2/3 Heroes:', ' * +10%/+15%/+20% healing.', 'Bonus for 2+ Heroes:', ' * Element Link affects all allies.']",2024,https://i.imgur.com/mDRIe3A.jpg,0,,0,0,0.0,25,25,40,10,The Reclusive Seeress,,31.0,Dark,5,Legends 2024,Legends 2024 Family,2024-03-01T07:00:00,Druid,Average,Strange Incense,Health Recovery on Status Ailment Received,Resist Blind,,,,Regen,861,943,1664,923,927.0,1016.0,1793.0,984.0,1061.0,1163.0,2052.0,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myztero,purple,5,Rogue,Very Fast,784,778,743,1388,Absordium Deflectors,"['Deals 175% damage to all enemies.', 'All status ailments memorized by the innate ability are cast to all enemies.']",['This hero has an innate ability to memorize status ailments. The latest 5 status ailments that are cast on the Hero will stay memorized until the Special Skill is cast.'],['Hit All'],Secret,"['Bonus for 2 / 3 Heroes:', '* +1 / +2 memory slots for this character’s innate ability']",Mystery,https://i.imgur.com/J37iEs6.jpg,0,,0,0,0.0,175,175,0,0,Spell-Bending Conundrum,,73.0,Dark,5,Legends Quest,Mystery Family,,Rogue,Very Fast,Absordium Deflectors,Memorize Status Ailments,,,,,Bulwark,778,743,1388,799,839.0,801.0,1496.0,852.0,960.0,916.0,1711.0,957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cennius,purple,5,Rogue,Average,1079,1130,1100,1794,Blade Wings,"['This Special Skill never misses its targets.', 'Attacks the target with Moonrise Strike, dealing up to 1100 damage. Deals 40% more damage if the target is Holy.', 'After a successful cast, has 100% chance to recast Blade Wings again on a random target.', 'Can recast up to 3 times and chance to recast is reduced by -35% after every successful cast.']",['Mana Increase Reduction: Reduces the amount of mana increased by Special Skill by -80%. The effect applies to all enemies in the battle.'],"['Hit 1', 'Chain Hit']",owltower,"['Bonus for 1/2/3 Unique Heroes:', '* All received mana status ailments will be replaced by a +11% / +31% / +39% mana generation buff for 3 turns.']",owl,https://i.imgur.com/FJtndTk.jpg,0,,0,0,0.0,100,40,-35,-35,Hidden Claw of Owl Tower,,102.0,Dark,5,Owl Tower,Owl Family,2024-07-02T07:00:00,Rogue,Average,Blade Wings,Reduce Mana gain from Special Skills,,,,,Fiend Resist,1130,1100,1794,1079,1218.0,1185.0,1933.0,1153.0,1394.0,1356.0,2212.0,1302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Lord,purple,5,Wizard,Fast,805,801,749,1357,Doomstrike,"['Deals 550% damage to the target.', 'Reduces the duration of the target and nearby enemies buffs by 1 turn.', 'The target and nearby enemies receive Corrosive Poison for 4 turns. The Corrosive Poison deals 144 Poison damage and lowers the target’s mana generation by -13% each turn. Deals extra damage against heroes with Minions or Mega Minions.']",0,"['Hit 1', 'Dot 3']",Villains,"['Bonus for 1/2/3 Heroes:', '+10%/+30%/+50% chance to heal 15%/35%/70% of dealt damage when attacking an enemy.', '+40%/+80%/+120% more damage dealt against Minions.', 'The members of this family have additional perks in the Challenge Festival events.']",Villains,https://i.imgur.com/ja50n6G.jpg,0,,0,0,0.0,550,550,-13,-13,Bane of Karemdol,0.0,163.0,Dark,5,Challenge Festival II,Villain Family,2021-02-11T07:00:00,Wizard,Fast,Doomstrike,,,,,,Attack Up,801,749,1357,805,863.0,808.0,1462.0,857.0,988.0,924.0,1673.0,963.0,5%,1121.0,1048.0,1899.0,1076.0,1208.0,1131.0,2046.0,1150.0,1383.0,1293.0,2342.0,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Lord C,purple,5,Sorcerer,Fast,1079,1190,988,1870,Pulsarstrike,"['Deals 560% damage to the target.', 'Reduces the duration of the target and nearby enemies’ buffs by 2 turns. (The duration reduction affects both dispellable and undispellable effects. If the duration of any effect is reduced to zero, the effect is considered as having expired naturally.)', 'The target and nearby enemies receive Corrosive Poison for 4 turns. The Corrosive Poison deals 285 Poison damage and lowers the target’s mana generation by -15% each turn. Deals extra damage against heroes with Minions or Mega Minions. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)']","['Curse on Special Skill: When this character casts their Special Skill, all enemies receive 473 Curse damage over 4 turns, starting low and increasing every turn.']","['Hit 1', 'Reduces buffs duration 3', 'DoT 3']",Villains,"['Bonus for 1/2/3 Heroes:', '+10%/+30%/+50% chance to heal 15%/35%/70% of dealt damage when attacking an enemy.', '+40%/+80%/+120% more damage dealt against Minions.', 'The members of this family have additional perks in the Challenge Festival events.']",Villains,https://i.imgur.com/Mz4axni.jpg,1,,0,0,0.0,560,560,-15,-15,Astronomer of Karemdol,1.0,164.0,Dark,5,Challenge Festival II,Villain Family,2024-11-14T07:00:00,Sorcerer,Fast,Pulsarstrike,,,,Status Effect on Special,,Defense Up,850,706,1336,807,916.0,761.0,1440.0,860.0,1049.0,871.0,1648.0,966.0,5%,1190.0,988.0,1870.0,1079.0,1282.0,1065.0,2016.0,1154.0,1468.0,1219.0,2307.0,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Moreau,purple,5,Paladin,Fast,807,774,751,1439,Blinding Wisdom,"['Deals 270% damage to the target and nearby enemies.', 'The target and nearby enemies get -35% accuracy for 3 turns. The effect duration is reset if the target is healed. Chance to miss also applies to offensive Special Skills.']",['Special Skill Damage Reduction: Received damage from Special Skills is reduced by -20% for this character.'],"['Hit 3', 'Accuracy Debuff']",Season4,"['Bonus for 1/2/3/4/5 Unique Heroes:', '20%/24%/28%/32%/36% chance to spawn an Underwild Gem on the board when this Hero casts their Special Skill.', 'The Underwild Gems deal 50/35/25 (5*/4*/3*) damage to a random enemy each turn until it is matched.', 'Underwild Gems can only spawn on regular shields that match the element of this Hero.']",Underwild,https://i.imgur.com/fpP6oo2.jpg,0,,0,0,0.0,270,270,-35,-35,Devious Scientist,0.0,122.0,Dark,5,Season IV,Underwild Family,2021-03-25T07:00:00,Paladin,Fast,Blinding Wisdom,Special Skill Damage Reduction,,,,,Attack Up,774,751,1439,807,834.0,810.0,1551.0,860.0,955.0,927.0,1775.0,967.0,5%,959.0,916.0,1870.0,978.0,1034.0,988.0,2016.0,1045.0,1184.0,1130.0,2307.0,1178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Moreau C,purple,5,Rogue,Fast,978,942,932,1879,Blinding Knowledge,"['Deals 265% damage to the target and nearby enemies.', 'The target and nearby enemies get -40% accuracy for 4 turns. The effect duration resets if the target is healed. Chance to miss also applies to offensive Special Skills.']","['Special Skill Damage Reduction: Received damage from Special Skills is reduced by -20% for this character.', ""Increased Damage Against Boosted Health: After Special Skill cast, all  allies' normal attacks and Special Skills deal +70% damage against targets with boosted health for 4 turns.""]","['Hit 3', 'Accuracy Debuff']",Season4,"['Bonus for 1/2/3/4/5 Unique Heroes:', '20%/24%/28%/32%/36% chance to spawn an Underwild Gem on the board when this Hero casts their Special Skill.', 'The Underwild Gems deal 50/35/25 (5*/4*/3*) damage to a random enemy each turn until it is matched.', 'Underwild Gems can only spawn on regular shields that match the element of this Hero.']",Underwild,https://i.imgur.com/WWxEz6I.jpg,1,,0,0,0.0,265,265,-40,-40,Devious Scribe,1.0,123.0,Dark,5,Season IV,Underwild Family,2023-04-27T07:00:00,Rogue,Fast,Blinding Knowledge,Special Skill Damage Reduction,,,Status Effect on Special,,Special Boost,760,764,1446,807,819.0,823.0,1558.0,860.0,937.0,942.0,1783.0,966.0,5%,942.0,932.0,1879.0,978.0,1015.0,1004.0,2025.0,1044.0,1161.0,1149.0,2317.0,1177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
